ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
224013_s_at,1.67E-26,1.61E-28,15.530251,54.374063,3.1101383,SOX7,SRY-box 7
206068_s_at,1.79E-26,1.73E-28,15.51448,54.301739,3.1522834,ACADL,"acyl-CoA dehydrogenase, long chain"
204134_at,1.88E-26,1.82E-28,15.502938,54.248789,1.563713,PDE2A,phosphodiesterase 2A
222134_at,2.04E-26,1.99E-28,15.483852,54.161193,1.1662053,DDO,D-aspartate oxidase
203514_at,2.05E-26,2.01E-28,15.48248,54.154898,0.9950797,MAP3K3,mitogen-activated protein kinase kinase kinase 3
206762_at,2.17E-26,2.14E-28,15.468798,54.092073,1.4469464,KCNA5,potassium voltage-gated channel subfamily A member 5
227198_at,2.86E-26,2.82E-28,15.408407,53.814497,3.8654628,AFF3,AF4/FMR2 family member 3
230943_at,2.92E-26,2.90E-28,15.402911,53.789213,2.3216204,SOX17,SRY-box 17
232286_at,3.13E-26,3.12E-28,15.386692,53.714577,1.8512625,,
205335_s_at,3.48E-26,3.48E-28,-15.363327,53.606995,-0.871143,SRP19,signal recognition particle 19
241742_at,3.71E-26,3.73E-28,15.348344,53.537978,2.0516848,PRAM1,PML-RARA regulated adaptor molecule 1
216898_s_at,4.02E-26,4.05E-28,15.33028,53.454725,1.4366594,COL4A3,collagen type IV alpha 3 chain
202503_s_at,4.24E-26,4.28E-28,-15.318167,53.398878,-3.4030077,KIAA0101,KIAA0101
202524_s_at,4.40E-26,4.47E-28,15.308965,53.35644,2.5684883,SPOCK2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2"
219820_at,4.59E-26,4.68E-28,15.299159,53.311205,1.5079639,SLC6A16,solute carrier family 6 member 16
211354_s_at,4.80E-26,4.91E-28,15.288707,53.262973,2.2346468,LEPROT///LEPR,leptin receptor overlapping transcript///leptin receptor
218392_x_at,4.81E-26,4.94E-28,-15.287418,53.257025,-1.4580088,SFXN1,sideroflexin 1
227088_at,5.19E-26,5.34E-28,15.270416,53.178542,2.4278208,PDE5A,phosphodiesterase 5A
209841_s_at,5.22E-26,5.41E-28,15.267991,53.167345,2.843038,LRRN3,leucine rich repeat neuronal 3
232027_at,5.67E-26,5.89E-28,15.249382,53.081395,1.8124356,SYNE1,spectrin repeat containing nuclear envelope protein 1
230800_at,5.79E-26,6.03E-28,15.244328,53.058047,1.5580329,ADCY4,adenylate cyclase 4
204468_s_at,5.87E-26,6.15E-28,15.240156,53.038771,2.4408117,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1
232686_at,5.87E-26,6.16E-28,15.239777,53.037018,1.5976509,SIGLEC17P,"sialic acid binding Ig like lectin 17, pseudogene"
226713_at,6.61E-26,6.96E-28,15.213433,52.915239,1.8346706,CCDC50,coiled-coil domain containing 50
219213_at,6.80E-26,7.19E-28,15.206352,52.882493,2.1567635,JAM2,junctional adhesion molecule 2
205752_s_at,7.94E-26,8.43E-28,15.172192,52.724429,1.4906017,GSTM5,glutathione S-transferase mu 5
203662_s_at,7.98E-26,8.50E-28,15.170411,52.716183,1.523689,TMOD1,tropomodulin 1
213730_x_at,8.20E-26,8.77E-28,-15.163841,52.685764,-1.2039138,TCF3,transcription factor 3
225778_at,8.33E-26,8.94E-28,15.15962,52.666217,1.3033142,RBMS2,RNA binding motif single stranded interacting protein 2
202877_s_at,8.74E-26,9.41E-28,15.148476,52.614606,1.9905254,CD93,CD93 molecule
226349_at,9.99E-26,1.08E-27,-15.119015,52.478083,-1.1229442,C12orf45,chromosome 12 open reading frame 45
238018_at,1.16E-25,1.26E-27,15.085276,52.321604,3.4675793,FAM150B,family with sequence similarity 150 member B
53991_at,1.24E-25,1.35E-27,15.071088,52.255758,1.5181843,DENND2A,DENN domain containing 2A
223229_at,1.26E-25,1.37E-27,-15.067472,52.238974,-3.3129553,UBE2T,ubiquitin conjugating enzyme E2 T
206167_s_at,1.33E-25,1.46E-27,15.054546,52.178958,2.7285233,ARHGAP6,Rho GTPase activating protein 6
226244_at,1.35E-25,1.49E-27,15.050589,52.160581,1.9842651,CLEC14A,C-type lectin domain family 14 member A
235306_at,1.37E-25,1.51E-27,15.046985,52.143842,2.8071467,GIMAP8,"GTPase, IMAP family member 8"
209543_s_at,1.40E-25,1.55E-27,15.041581,52.11874,1.8702619,CD34,CD34 molecule
219656_at,1.40E-25,1.55E-27,15.04075,52.114883,1.4003183,PCDH12,protocadherin 12
212713_at,1.51E-25,1.68E-27,15.023655,52.035449,3.3360701,MFAP4,microfibrillar associated protein 4
209993_at,1.53E-25,1.72E-27,15.01952,52.016232,1.8459924,ABCB1,ATP binding cassette subfamily B member 1
230690_at,1.58E-25,1.77E-27,15.012786,51.984928,1.5112898,TUBB1,tubulin beta 1 class VI
215232_at,1.66E-25,1.87E-27,15.000747,51.928951,1.0647547,ARHGAP44,Rho GTPase activating protein 44
225544_at,1.83E-25,2.08E-27,14.978914,51.827393,1.8776997,TBX3,T-box 3
218723_s_at,1.84E-25,2.08E-27,14.978144,51.823809,2.3528461,RGCC,regulator of cell cycle
217584_at,2.01E-25,2.29E-27,14.957831,51.729268,1.3711753,NPC1,NPC intracellular cholesterol transporter 1
234610_at,2.12E-25,2.42E-27,14.945987,51.67412,1.2190328,HSPA12B,heat shock protein family A (Hsp70) member 12B
239379_at,2.13E-25,2.44E-27,14.944401,51.666731,1.5391893,,
226304_at,2.42E-25,2.78E-27,14.916404,51.536296,1.8309862,HSPB6,heat shock protein family B (small) member 6
207358_x_at,2.43E-25,2.80E-27,14.914658,51.528158,1.4003939,MACF1,microtubule-actin crosslinking factor 1
1558711_at,2.54E-25,2.94E-27,14.904143,51.479144,1.1876222,FAM13A-AS1,FAM13A antisense RNA 1
220318_at,2.56E-25,2.98E-27,-14.901736,51.467922,-1.9478644,EPN3,epsin 3
200879_s_at,2.60E-25,3.03E-27,14.897674,51.448983,2.4660496,EPAS1,endothelial PAS domain protein 1
209840_s_at,2.91E-25,3.40E-27,14.873367,51.335611,3.0394805,LRRN3,leucine rich repeat neuronal 3
1554503_a_at,3.11E-25,3.65E-27,14.858416,51.265838,2.400556,OSCAR,"osteoclast associated, immunoglobulin-like receptor"
213974_at,3.63E-25,4.27E-27,14.82481,51.10891,3.0823783,ADAMTSL3,ADAMTS like 3
213317_at,3.65E-25,4.31E-27,14.822627,51.09871,4.9840663,CLIC5,chloride intracellular channel 5
220244_at,3.69E-25,4.37E-27,14.819681,51.084947,2.2500223,LINC00312,long intergenic non-protein coding RNA 312
217437_s_at,3.84E-25,4.57E-27,14.810302,51.041123,1.8916005,TACC1,transforming acidic coiled-coil containing protein 1
231136_at,4.22E-25,5.03E-27,14.789605,50.944369,1.9214538,,
204997_at,4.23E-25,5.07E-27,14.788172,50.937668,1.1869667,GPD1,glycerol-3-phosphate dehydrogenase 1
207069_s_at,4.23E-25,5.08E-27,14.787695,50.935437,2.8287093,SMAD6,SMAD family member 6
215375_x_at,4.73E-25,5.70E-27,14.763359,50.821607,1.7628476,LRRFIP1,LRR binding FLII interacting protein 1
237206_at,5.32E-25,6.43E-27,14.737485,50.7005,1.7044309,MYOCD,myocardin
241774_at,5.32E-25,6.45E-27,14.736956,50.698024,2.0218689,PSMA3-AS1,PSMA3 antisense RNA 1
1561135_at,5.41E-25,6.58E-27,14.73273,50.678233,1.8142438,,
225738_at,5.50E-25,6.71E-27,14.728445,50.658166,1.1118929,RAPGEF1,Rap guanine nucleotide exchange factor 1
AFFX-HUMGAPDH/M33197_3_at,5.61E-25,6.86E-27,-14.723731,50.636091,-0.9195873,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
201810_s_at,5.67E-25,6.96E-27,14.720557,50.621224,1.6854565,SH3BP5,SH3 domain binding protein 5
230867_at,5.89E-25,7.26E-27,14.711753,50.57998,3.7688373,COL6A6,collagen type VI alpha 6 chain
233903_s_at,6.35E-25,7.84E-27,14.695353,50.503126,2.8530089,ARHGEF26,Rho guanine nucleotide exchange factor 26
1555191_a_at,6.46E-25,8.01E-27,14.690944,50.482458,2.007855,FHL5,four and a half LIM domains 5
222738_at,6.60E-25,8.20E-27,14.685716,50.457948,2.2664279,WWC2///CLDN22,WW and C2 domain containing 2///claudin 22
232122_s_at,6.69E-25,8.34E-27,14.68222,50.441559,3.5936087,VEPH1,ventricular zone expressed PH domain containing 1
225079_at,6.96E-25,8.71E-27,14.673118,50.398875,2.4388145,EMP2,epithelial membrane protein 2
225144_at,6.99E-25,8.76E-27,14.671691,50.392184,1.6717331,BMPR2,bone morphogenetic protein receptor type 2
203063_at,7.55E-25,9.51E-27,14.654331,50.310747,1.117911,PPM1F,"protein phosphatase, Mg2+/Mn2+ dependent 1F"
230959_at,7.55E-25,9.52E-27,14.654025,50.309313,1.6279564,,
210657_s_at,7.77E-25,9.84E-27,14.6472,50.277285,1.6986424,4-Sep,septin 4
220170_at,7.88E-25,1.00E-26,14.643536,50.260091,2.9968846,FHL5,four and a half LIM domains 5
243917_at,8.15E-25,1.04E-26,14.635864,50.224077,1.013985,CLIC5,chloride intracellular channel 5
229382_at,8.58E-25,1.10E-26,14.624252,50.169561,0.7829237,LOC101928718///FAM212B,uncharacterized LOC101928718///family with sequence similarity 212 member B
211276_at,9.69E-25,1.24E-26,14.597632,50.044518,2.6658178,TCEAL2,transcription elongation factor A like 2
220037_s_at,1.06E-24,1.36E-26,14.578951,49.956718,2.614931,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1
219761_at,1.08E-24,1.39E-26,14.573756,49.932293,1.7829548,CLEC1A,C-type lectin domain family 1 member A
236262_at,1.10E-24,1.42E-26,14.568693,49.908487,2.3977559,MMRN2,multimerin 2
234996_at,1.10E-24,1.43E-26,14.567924,49.904871,2.6366687,CALCRL,calcitonin receptor like receptor
236359_at,1.13E-24,1.47E-26,14.561511,49.874714,2.9712106,SCN4B,sodium voltage-gated channel beta subunit 4
204773_at,1.14E-24,1.48E-26,14.559939,49.867323,1.4890563,IL11RA,interleukin 11 receptor subunit alpha
225913_at,1.17E-24,1.54E-26,14.552597,49.832785,1.6684319,PEAK1,pseudopodium enriched atypical kinase 1
213438_at,1.30E-24,1.70E-26,14.530736,49.729919,2.3306314,NFASC,neurofascin
219874_at,1.39E-24,1.83E-26,-14.51526,49.657062,-2.1133688,SLC12A8,solute carrier family 12 member 8
205935_at,1.42E-24,1.88E-26,14.51015,49.633002,2.8084879,FOXF1,forkhead box F1
207317_s_at,1.43E-24,1.90E-26,14.50799,49.622828,1.7003868,CASQ2,calsequestrin 2
236245_at,1.44E-24,1.92E-26,14.505836,49.612685,1.3383577,ODF3L1,outer dense fiber of sperm tails 3 like 1
210129_s_at,1.49E-24,1.99E-26,14.497902,49.575315,1.1761571,ARPC4-TTLL3///TTLL3///ARPC4,ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4
222171_s_at,1.50E-24,2.00E-26,14.496973,49.570939,1.857651,PKNOX2,PBX/knotted 1 homeobox 2
205361_s_at,1.53E-24,2.05E-26,-14.491703,49.546108,-1.3552861,PFDN4,prefoldin subunit 4
219046_s_at,1.58E-24,2.13E-26,14.483846,49.509091,1.0944603,PKNOX2,PBX/knotted 1 homeobox 2
229277_at,1.65E-24,2.23E-26,14.474239,49.463815,1.1655514,ADRB1,adrenoceptor beta 1
232582_at,1.71E-24,2.32E-26,14.465791,49.423989,1.3395683,,
242664_at,1.80E-24,2.44E-26,14.455055,49.37337,1.8287839,,
1554762_a_at,1.80E-24,2.45E-26,14.453758,49.367252,1.3230579,WWC2///CLDN22,WW and C2 domain containing 2///claudin 22
217428_s_at,1.84E-24,2.51E-26,-14.449239,49.34594,-4.620016,COL10A1,collagen type X alpha 1 chain
211610_at,1.84E-24,2.51E-26,14.448888,49.344285,1.3357418,KLF6,Kruppel like factor 6
230250_at,1.95E-24,2.67E-26,14.435943,49.283219,3.3058503,PTPRB,"protein tyrosine phosphatase, receptor type B"
206488_s_at,1.97E-24,2.70E-26,14.433046,49.269553,3.4232697,CD36,CD36 molecule
211356_x_at,2.10E-24,2.89E-26,14.418867,49.202643,2.3345189,LEPROT///LEPR,leptin receptor overlapping transcript///leptin receptor
222520_s_at,2.33E-24,3.22E-26,14.396187,49.095564,2.5980604,IFT57,intraflagellar transport 57
221928_at,2.61E-24,3.62E-26,14.371755,48.980145,1.2497053,ACACB,acetyl-CoA carboxylase beta
227419_x_at,2.70E-24,3.75E-26,14.364372,48.945257,2.4998223,PLAC9,placenta specific 9
214736_s_at,3.00E-24,4.19E-26,14.34086,48.834098,1.2027746,ADD1,adducin 1
1558523_at,3.07E-24,4.29E-26,14.335538,48.808929,2.002796,FAM184A,family with sequence similarity 184 member A
229452_at,3.33E-24,4.66E-26,14.318127,48.726562,1.8069427,TMEM88,transmembrane protein 88
225314_at,3.40E-24,4.77E-26,-14.313282,48.703634,-1.91605,OCIAD2,OCIA domain containing 2
217232_x_at,3.53E-24,4.97E-26,14.304702,48.663028,3.5474139,HBB,hemoglobin subunit beta
228915_at,3.63E-24,5.13E-26,14.298091,48.631733,3.1198773,DACH1,dachshund family transcription factor 1
235334_at,3.76E-24,5.32E-26,14.290346,48.595065,2.0164016,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
218257_s_at,3.84E-24,5.46E-26,-14.284921,48.569377,-1.2766021,UGGT1,UDP-glucose glycoprotein glucosyltransferase 1
231859_at,3.90E-24,5.56E-26,14.281273,48.552102,1.7846284,C14orf132,chromosome 14 open reading frame 132
214767_s_at,3.91E-24,5.59E-26,14.280003,48.546088,1.1603502,HSPB6,heat shock protein family B (small) member 6
226171_at,4.11E-24,5.88E-26,14.269407,48.495898,1.2100779,ZDHHC3,zinc finger DHHC-type containing 3
214279_s_at,4.17E-24,5.98E-26,14.265726,48.478456,2.3498015,NDRG2,NDRG family member 2
222657_s_at,4.24E-24,6.11E-26,-14.261423,48.458073,-1.1225553,UBE2W,ubiquitin conjugating enzyme E2 W (putative)
239432_at,4.38E-24,6.32E-26,14.254075,48.42325,1.6136695,PSMA3-AS1,PSMA3 antisense RNA 1
203907_s_at,4.41E-24,6.38E-26,14.25229,48.414793,1.1005452,IQSEC1,IQ motif and Sec7 domain 1
221867_at,4.71E-24,6.84E-26,14.237673,48.345502,1.3486451,N4BP1,NEDD4 binding protein 1
228737_at,5.45E-24,7.94E-26,14.206369,48.197035,2.3911593,TOX2,TOX high mobility group box family member 2
204271_s_at,5.54E-24,8.08E-26,14.202629,48.179292,2.94258,EDNRB,endothelin receptor type B
209836_x_at,5.55E-24,8.12E-26,-14.201544,48.174141,-1.3349266,BOLA2B///BOLA2,bolA family member 2B///bolA family member 2
229531_at,6.07E-24,8.90E-26,14.182339,48.082988,1.5571946,,
206599_at,6.61E-24,9.72E-26,14.163919,47.995526,1.4193455,SLC16A5,solute carrier family 16 member 5
1552553_a_at,6.61E-24,9.75E-26,14.163267,47.992426,1.8153991,NLRC4,NLR family CARD domain containing 4
206331_at,6.85E-24,1.01E-25,14.155264,47.954415,2.3690127,CALCRL,calcitonin receptor like receptor
228213_at,7.24E-24,1.07E-25,14.14292,47.895763,1.5011921,H2AFJ,H2A histone family member J
219230_at,7.46E-24,1.11E-25,14.136239,47.864015,5.0227697,TMEM100,transmembrane protein 100
244592_at,7.80E-24,1.16E-25,14.126383,47.817169,1.2272384,,
213247_at,7.85E-24,1.17E-25,14.124366,47.807581,2.3038285,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
238798_at,8.08E-24,1.21E-25,14.118006,47.777339,1.2406831,TAPT1,transmembrane anterior posterior transformation 1
200890_s_at,8.14E-24,1.22E-25,-14.11542,47.765043,-1.3179416,SSR1,signal sequence receptor subunit 1
213371_at,8.14E-24,1.23E-25,14.115209,47.764041,1.640589,LDB3,LIM domain binding 3
210383_at,8.31E-24,1.25E-25,14.110449,47.741408,2.6515071,SCN1A,sodium voltage-gated channel alpha subunit 1
214894_x_at,8.39E-24,1.27E-25,14.107845,47.729023,1.2825157,MACF1,microtubule-actin crosslinking factor 1
223001_at,8.43E-24,1.28E-25,-14.106288,47.721618,-1.0714105,OSTC,oligosaccharyltransferase complex non-catalytic subunit
215322_at,8.65E-24,1.32E-25,14.100376,47.693497,1.693358,LONRF1,LON peptidase N-terminal domain and ring finger 1
205911_at,8.69E-24,1.33E-25,14.098815,47.686074,1.0576727,PTH1R,parathyroid hormone 1 receptor
210776_x_at,8.78E-24,1.34E-25,-14.096284,47.674033,-1.2379797,TCF3,transcription factor 3
243579_at,1.01E-23,1.55E-25,-14.065542,47.527732,-1.2378765,MSI2,musashi RNA binding protein 2
223623_at,1.01E-23,1.56E-25,14.064948,47.524905,3.9271117,C2orf40,chromosome 2 open reading frame 40
212225_at,1.02E-23,1.58E-25,14.062271,47.51216,1.8909953,EIF1,eukaryotic translation initiation factor 1
219682_s_at,1.05E-23,1.61E-25,14.057479,47.489342,2.5876713,TBX3,T-box 3
219167_at,1.06E-23,1.64E-25,14.05448,47.475061,1.906094,RASL12,RAS like family 12
213235_at,1.07E-23,1.66E-25,-14.051101,47.458972,-0.7953515,KNOP1,lysine rich nucleolar protein 1
1559777_at,1.15E-23,1.79E-25,14.035423,47.384292,1.4499422,MIR3945HG,MIR3945 host gene
213541_s_at,1.22E-23,1.90E-25,14.023163,47.325878,2.1925215,ERG,"ERG, ETS transcription factor"
231773_at,1.23E-23,1.92E-25,14.020993,47.315534,2.2527749,ANGPTL1,angiopoietin like 1
209529_at,1.24E-23,1.94E-25,-14.018789,47.30503,-2.3692685,PLPP2,phospholipid phosphatase 2
208982_at,1.26E-23,1.97E-25,14.015529,47.289496,1.9796696,PECAM1,platelet and endothelial cell adhesion molecule 1
220570_at,1.36E-23,2.15E-25,13.997928,47.205585,1.798442,RETN,resistin
232305_at,1.39E-23,2.19E-25,13.993457,47.184265,1.5583553,HMGCLL1,3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1
212254_s_at,1.40E-23,2.21E-25,13.991643,47.175612,1.9892559,DST,dystonin
217897_at,1.40E-23,2.22E-25,13.99119,47.173452,1.9879143,FXYD6,FXYD domain containing ion transport regulator 6
243416_at,1.42E-23,2.25E-25,13.987704,47.156829,1.5699118,,
211626_x_at,1.43E-23,2.27E-25,13.986067,47.14902,1.1687418,ERG,"ERG, ETS transcription factor"
240665_at,1.43E-23,2.29E-25,13.984432,47.141219,1.8788864,,
213664_at,1.63E-23,2.60E-25,13.957547,47.012941,2.768964,SLC1A1,solute carrier family 1 member 1
213103_at,1.66E-23,2.67E-25,13.952624,46.989442,1.8104947,STARD13,StAR related lipid transfer domain containing 13
227917_at,1.69E-23,2.71E-25,13.94901,46.97219,1.8618933,LOC100506990,uncharacterized LOC100506990
1560513_at,1.73E-23,2.80E-25,13.942771,46.942407,0.8772171,LOC400568,uncharacterized LOC400568
1555116_s_at,1.81E-23,2.93E-25,13.932659,46.894118,1.1288161,SLC11A1,solute carrier family 11 member 1
236094_at,1.96E-23,3.17E-25,13.916357,46.816254,1.407986,TCF7L2,transcription factor 7 like 2
206481_s_at,1.96E-23,3.18E-25,13.915913,46.814133,2.5192416,LDB2,LIM domain binding 2
1559663_at,2.13E-23,3.48E-25,13.89739,46.725618,1.8180268,,
217504_at,2.34E-23,3.82E-25,13.877857,46.632237,2.0837168,ABCA6,ATP binding cassette subfamily A member 6
228311_at,2.35E-23,3.85E-25,13.875887,46.622816,1.2212194,BCL6B,B-cell CLL/lymphoma 6B
202112_at,2.42E-23,3.98E-25,13.869387,46.59173,2.21497,VWF,von Willebrand factor
212914_at,2.46E-23,4.04E-25,13.866007,46.575563,1.8299581,CBX7,chromobox 7
240113_at,2.52E-23,4.15E-25,13.860322,46.548371,0.9501336,,
225602_at,2.60E-23,4.29E-25,13.853348,46.515006,1.7484699,GLIPR2,GLI pathogenesis related 2
239656_at,3.26E-23,5.40E-25,13.80555,46.286187,1.3743196,LHFPL3-AS2,LHFPL3 antisense RNA 2
1569315_s_at,3.27E-23,5.43E-25,13.804517,46.281241,1.2867179,LINC00894,long intergenic non-protein coding RNA 894
207624_s_at,3.38E-23,5.62E-25,13.7973,46.246671,1.28737,RPGR,retinitis pigmentosa GTPase regulator
213316_at,3.84E-23,6.40E-25,13.7704,46.117762,2.4688072,KIAA1462,KIAA1462
203900_at,4.09E-23,6.83E-25,13.756842,46.052758,1.0782971,SZT2,seizure threshold 2 homolog (mouse)
222717_at,4.16E-23,6.97E-25,13.75256,46.032222,3.4903097,SDPR,serum deprivation response
237337_at,4.29E-23,7.21E-25,13.745679,45.999222,1.2330617,,
228042_at,4.34E-23,7.31E-25,13.742704,45.984953,1.7142395,ADPRH,ADP-ribosylarginine hydrolase
225919_s_at,4.45E-23,7.51E-25,13.736978,45.957485,1.1713157,C9orf72,chromosome 9 open reading frame 72
228232_s_at,4.56E-23,7.71E-25,13.731591,45.931639,2.439828,VSIG2,V-set and immunoglobulin domain containing 2
228801_at,4.64E-23,7.86E-25,13.727689,45.912916,1.0912134,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1
227775_at,4.74E-23,8.06E-25,13.722476,45.887902,1.4400724,CELF6,"CUGBP, Elav-like family member 6"
204273_at,4.91E-23,8.35E-25,13.714963,45.851846,3.7343365,EDNRB,endothelin receptor type B
209555_s_at,5.01E-23,8.56E-25,13.710003,45.828039,3.4737439,CD36,CD36 molecule
239017_at,5.04E-23,8.62E-25,13.708505,45.820845,1.6463543,,
200911_s_at,5.04E-23,8.64E-25,13.708023,45.818532,1.6582621,TACC1,transforming acidic coiled-coil containing protein 1
205941_s_at,5.09E-23,8.75E-25,-13.705334,45.805621,-4.1240248,COL10A1,collagen type X alpha 1 chain
235489_at,5.21E-23,8.97E-25,13.7002,45.780976,2.5900277,RHOJ,ras homolog family member J
214463_x_at,5.24E-23,9.03E-25,-13.698715,45.773846,-1.9496603,HIST1H4J,"histone cluster 1, H4j"
218605_at,5.29E-23,9.15E-25,-13.696094,45.761257,-1.2712544,TFB2M,"transcription factor B2, mitochondrial"
231947_at,5.30E-23,9.19E-25,13.695262,45.757262,2.1282482,MYCT1,myc target 1
203835_at,5.52E-23,9.60E-25,13.686219,45.713835,1.9508036,LRRC32,leucine rich repeat containing 32
210944_s_at,6.02E-23,1.05E-24,13.667987,45.626251,2.5376981,CAPN3,calpain 3
205978_at,6.71E-23,1.17E-24,13.644938,45.515478,2.2897815,KL,klotho
204975_at,6.71E-23,1.17E-24,13.644585,45.513777,2.2439513,EMP2,epithelial membrane protein 2
219436_s_at,6.89E-23,1.21E-24,13.63844,45.484234,3.1298248,EMCN,endomucin
218654_s_at,7.46E-23,1.31E-24,-13.621699,45.403728,-1.2508994,MRPS33,mitochondrial ribosomal protein S33
220024_s_at,7.54E-23,1.33E-24,13.619095,45.391205,1.3471045,PRX,periaxin
226303_at,8.12E-23,1.43E-24,13.603146,45.314474,2.8478014,PGM5,phosphoglucomutase 5
1320_at,8.17E-23,1.44E-24,13.601483,45.30647,0.888163,PTPN21,"protein tyrosine phosphatase, non-receptor type 21"
215147_at,9.04E-23,1.60E-24,13.580073,45.203419,1.3499612,,
239832_at,9.34E-23,1.66E-24,13.572867,45.168724,1.5972373,,
222061_at,9.45E-23,1.68E-24,13.56986,45.154245,1.211828,CD58,CD58 molecule
223600_s_at,9.50E-23,1.69E-24,13.5685,45.147694,1.7781384,KIAA1683,KIAA1683
213811_x_at,1.02E-22,1.83E-24,-13.552606,45.071147,-1.184407,TCF3,transcription factor 3
203744_at,1.09E-22,1.95E-24,-13.539644,45.008695,-3.0963934,HMGB3,high mobility group box 3
207330_at,1.10E-22,1.97E-24,13.537517,44.998445,1.3467346,PZP,"PZP, alpha-2-macroglobulin like"
222411_s_at,1.10E-22,1.98E-24,-13.536147,44.991842,-1.1572601,SSR3,signal sequence receptor subunit 3
202385_s_at,1.13E-22,2.04E-24,-13.529803,44.961268,-0.7598865,TCOF1,treacle ribosome biogenesis factor 1
219293_s_at,1.15E-22,2.07E-24,-13.526854,44.947056,-1.118276,OLA1,Obg-like ATPase 1
